,ts,master_metadata_album_artist_name
0,2018-03-07,Marshmello
1,2018-03-07,Lupe Fiasco
2,2018-03-07,Gryffin
3,2018-03-07,American Authors
4,2018-03-07,Zedd
5,2018-03-07,Logic
6,2018-03-07,Lil Uzi Vert
7,2018-03-07,Drake
8,2018-03-07,Zedd
9,2018-03-07,The Weeknd
10,2018-03-07,The Weeknd
11,2018-03-07,Jay Rock
12,2018-03-07,Khalid
13,2018-03-07,Logic
14,2018-03-07,Migos
15,2018-03-08,Elevation Worship
16,2018-03-08,Starfield
17,2018-03-08,Hillsong Worship
18,2018-03-08,Ed Sheeran
19,2018-03-08,Hailee Steinfeld
20,2018-03-08,Ed Sheeran
21,2018-03-08,Ed Sheeran
22,2018-03-08,Ed Sheeran
23,2018-03-08,Ed Sheeran
24,2018-03-08,The Weeknd
25,2018-03-08,Khalid
26,2018-03-08,Lil Uzi Vert
27,2018-03-08,Lil Skies
28,2018-03-08,Marshmello
29,2018-03-08,Migos
30,2018-03-08,Zedd
31,2018-03-08,Jay Rock
32,2018-03-08,Hailee Steinfeld
33,2018-03-09,Hailee Steinfeld
34,2018-03-09,Rudimental
35,2018-03-09,Ed Sheeran
36,2018-03-09,Starfield
37,2018-03-09,Gryffin
38,2018-03-09,Ed Sheeran
39,2018-03-09,Ed Sheeran
40,2018-03-09,Lecrae
41,2018-03-09,Hailee Steinfeld
42,2018-03-09,Ed Sheeran
43,2018-03-09,Portugal. The Man
44,2018-03-09,Niall Horan
45,2018-03-09,Jon Bellion
46,2018-03-09,WALK THE MOON
47,2018-03-10,Jason Mraz
48,2018-03-10,Ed Sheeran
49,2018-03-10,Jason Mraz
50,2018-03-10,Ed Sheeran
51,2018-03-10,Hailee Steinfeld
52,2018-03-10,Taylor Swift
53,2018-03-10,Halsey
54,2018-03-10,DNCE
55,2018-03-10,Travie McCoy
56,2018-03-10,Jason Mraz
57,2018-03-10,Jason Mraz
58,2018-03-10,Ed Sheeran
59,2018-03-10,Gryffin
60,2018-03-10,Hailee Steinfeld
61,2018-03-10,Gryffin
62,2018-03-10,Maroon 5
63,2018-03-10,Maroon 5
64,2018-03-10,Maroon 5
65,2018-03-10,Maroon 5
66,2018-03-10,Zedd
67,2018-03-10,Kendrick Lamar
68,2018-03-10,The Weeknd
69,2018-03-10,Kesha
70,2018-03-10,Sam Smith
71,2018-03-10,Logic
72,2018-03-11,Maroon 5
73,2018-03-11,Maroon 5
74,2018-03-11,Maroon 5
75,2018-03-11,Maroon 5
76,2018-03-11,Lecrae
77,2018-03-11,Marc E. Bassy
78,2018-03-11,Gryffin
79,2018-03-11,Hailee Steinfeld
80,2018-03-11,Lauv
81,2018-03-11,Ed Sheeran
82,2018-03-11,Ed Sheeran
83,2018-03-11,Ed Sheeran
84,2018-03-11,Maroon 5
85,2018-03-11,Maroon 5
86,2018-03-11,Maroon 5
87,2018-03-11,Lecrae
88,2018-03-11,Hailee Steinfeld
89,2018-03-11,Lauv
90,2018-03-11,Ed Sheeran
91,2018-03-11,Ed Sheeran
92,2018-03-11,Maroon 5
93,2018-03-11,Lecrae
94,2018-03-11,Marc E. Bassy
95,2018-03-11,Donnie Trumpet & The Social Experiment
96,2018-03-11,Taylor Swift
97,2018-03-11,Ed Sheeran
98,2018-03-11,Ed Sheeran
99,2018-03-11,Jason Mraz
100,2018-03-11,Jason Mraz
101,2018-03-11,Gryffin
102,2018-03-11,Hailee Steinfeld
103,2018-03-11,Lauv
104,2018-03-11,Ed Sheeran
105,2018-03-11,Ed Sheeran
106,2018-03-11,Ed Sheeran
107,2018-03-11,Zedd
108,2018-03-11,Maroon 5
109,2018-03-11,Lecrae
110,2018-03-11,Marc E. Bassy
111,2018-03-11,Donnie Trumpet & The Social Experiment
112,2018-03-11,Taylor Swift
113,2018-03-12,Maroon 5
114,2018-03-12,Lecrae
115,2018-03-12,Gryffin
116,2018-03-12,The Weeknd
117,2018-03-12,Marc E. Bassy
118,2018-03-12,Drake
119,2018-03-12,Zedd
120,2018-03-12,Khalid
121,2018-03-12,Hailee Steinfeld
122,2018-03-12,Maroon 5
123,2018-03-12,Ed Sheeran
124,2018-03-12,Ed Sheeran
125,2018-03-12,Ed Sheeran
126,2018-03-12,Jay Rock
127,2018-03-12,Lil Uzi Vert
128,2018-03-12,Miguel
129,2018-03-12,Donnie Trumpet & The Social Experiment
130,2018-03-12,Jason Mraz
131,2018-03-12,Rudimental
132,2018-03-12,Marshmello
133,2018-03-12,Gryffin
134,2018-03-12,Ed Sheeran
135,2018-03-12,Ed Sheeran
136,2018-03-12,Ed Sheeran
137,2018-03-12,Ed Sheeran
138,2018-03-12,Drake
139,2018-03-12,Post Malone
140,2018-03-12,Zedd
141,2018-03-12,Migos
142,2018-03-12,Hailee Steinfeld
143,2018-03-12,Dennis Lloyd
144,2018-03-12,Justin Timberlake
145,2018-03-14,Zedd
146,2018-03-14,Khalid
147,2018-03-14,Maroon 5
148,2018-03-14,Lecrae
149,2018-03-14,Marc E. Bassy
150,2018-03-14,Donnie Trumpet & The Social Experiment
151,2018-03-14,Taylor Swift
152,2018-03-14,Jason Mraz
153,2018-03-14,Hailee Steinfeld
154,2018-03-14,Lauv
155,2018-03-14,Ed Sheeran
156,2018-03-14,Ed Sheeran
157,2018-03-14,Ed Sheeran
158,2018-03-14,Zedd
159,2018-03-14,Rudimental
160,2018-03-14,Rudimental
161,2018-03-14,Cheat Codes
162,2018-03-14,Maggie Lindemann
163,2018-03-14,Cheat Codes
164,2018-03-14,Maggie Lindemann
165,2018-03-14,Cheat Codes
166,2018-03-14,Robin Schulz
167,2018-03-14,Cheat Codes
168,2018-03-14,Cheat Codes
169,2018-03-14,Hailee Steinfeld
170,2018-03-14,Ed Sheeran
171,2018-03-14,Ed Sheeran
172,2018-03-14,Ed Sheeran
173,2018-03-15,Cheat Codes
174,2018-03-15,Robin Schulz
175,2018-03-15,Cheat Codes
176,2018-03-15,Robin Schulz
177,2018-03-15,Cheat Codes
178,2018-03-15,Cheat Codes
179,2018-03-15,Maroon 5
180,2018-03-15,The Weeknd
181,2018-03-15,Gryffin
182,2018-03-15,Rudimental
183,2018-03-15,Cheat Codes
184,2019-06-20,Ed Sheeran
185,2019-06-20,Ed Sheeran
186,2019-06-20,Ed Sheeran
187,2019-06-20,Ed Sheeran
188,2019-06-20,Ed Sheeran
189,2019-06-20,Ed Sheeran
190,2019-06-20,Ed Sheeran
191,2019-06-20,Ed Sheeran
192,2019-06-20,Ed Sheeran
193,2019-06-20,Ed Sheeran
194,2019-06-20,Ed Sheeran
195,2019-06-20,Ed Sheeran
196,2019-06-20,Ed Sheeran
197,2019-06-20,Ed Sheeran
198,2019-06-20,Ed Sheeran
199,2019-06-20,Ed Sheeran
200,2019-06-20,Ed Sheeran
201,2019-06-20,Ed Sheeran
202,2019-06-20,Ed Sheeran
203,2019-06-20,Ed Sheeran
204,2019-06-20,Ed Sheeran
205,2019-06-20,Zedd
206,2019-06-20,Zedd
207,2019-06-20,Katy Perry
208,2019-06-20,Zedd
209,2019-06-20,Taylor Swift
210,2019-06-20,Taylor Swift
211,2019-06-20,Rascal Flatts
212,2019-06-20,Taylor Swift
213,2019-06-20,Katy Perry
214,2019-06-21,MKTO
215,2019-06-21,Drake
216,2019-06-21,Ed Sheeran
217,2019-06-21,Ed Sheeran
218,2019-06-21,Ed Sheeran
219,2019-06-21,Ed Sheeran
220,2019-06-21,Ed Sheeran
221,2019-06-21,Ed Sheeran
222,2019-06-21,Ed Sheeran
223,2019-06-21,Ed Sheeran
224,2019-06-21,Ed Sheeran
225,2019-06-21,Ed Sheeran
226,2019-06-21,Ed Sheeran
227,2019-06-21,Ed Sheeran
228,2019-06-22,Ed Sheeran
229,2019-06-22,Ed Sheeran
230,2019-06-22,Ed Sheeran
231,2019-06-22,Ed Sheeran
232,2019-06-22,Ed Sheeran
233,2019-06-22,Ed Sheeran
234,2019-06-22,Ed Sheeran
235,2019-06-22,Ed Sheeran
236,2019-06-22,Ed Sheeran
237,2019-06-22,Ed Sheeran
238,2019-06-22,Ed Sheeran
239,2019-06-22,Ed Sheeran
240,2019-06-22,Ed Sheeran
241,2019-06-22,Ed Sheeran
242,2019-06-22,Ed Sheeran
243,2019-06-22,Ed Sheeran
244,2019-06-22,Ed Sheeran
245,2019-06-22,Ed Sheeran
246,2019-06-22,Ed Sheeran
247,2019-06-24,Ed Sheeran
248,2019-06-24,Shawn Mendes
249,2019-06-24,Lil Nas X
250,2019-06-24,Drake
251,2019-06-25,Kygo
252,2019-06-25,Ed Sheeran
253,2019-06-25,Ed Sheeran
254,2019-06-25,The Script
255,2019-06-25,Ed Sheeran
256,2019-06-25,Ed Sheeran
257,2019-06-25,Ed Sheeran
258,2019-06-25,Ed Sheeran
259,2019-06-25,Ed Sheeran
260,2019-06-25,Ed Sheeran
261,2019-06-25,Ed Sheeran
262,2019-06-25,Ed Sheeran
263,2019-06-25,Ed Sheeran
264,2019-06-25,Ed Sheeran
265,2019-06-25,Ed Sheeran
266,2019-06-25,Ed Sheeran
267,2019-06-25,Ed Sheeran
268,2019-06-25,Kygo
269,2019-06-25,James TW
270,2019-06-25,Train
271,2019-06-25,Christina Perri
272,2019-06-25,Ed Sheeran
273,2019-06-25,Ed Sheeran
274,2019-06-25,Ed Sheeran
275,2019-06-25,Rudimental
276,2019-06-25,Bazzi
277,2019-06-25,Bazzi
278,2019-06-26,Bazzi
279,2019-06-26,Ed Sheeran
280,2019-06-26,Ed Sheeran
281,2019-06-26,Taylor Swift
282,2019-06-26,Jason Mraz
283,2019-06-26,James Arthur
284,2019-06-26,Lauren Daigle
285,2019-06-26,Ed Sheeran
286,2019-06-26,Taylor Swift
287,2019-06-26,Taylor Swift
288,2019-06-26,Niall Horan
289,2019-06-26,Ed Sheeran
290,2019-06-26,Ed Sheeran
291,2019-06-26,Taylor Swift
292,2019-06-26,Jason Mraz
293,2019-06-26,James Arthur
294,2019-06-26,Ed Sheeran
295,2019-06-26,Bruno Mars
296,2019-06-26,Bruno Mars
297,2019-06-26,Ed Sheeran
298,2019-06-26,Ed Sheeran
299,2019-06-26,Ed Sheeran
300,2019-06-26,Ed Sheeran
301,2019-06-26,Ed Sheeran
302,2019-06-26,Ed Sheeran
303,2019-06-26,Ed Sheeran
304,2019-06-26,Ed Sheeran
305,2019-06-26,Ed Sheeran
306,2019-06-26,Ed Sheeran
307,2019-06-26,Ed Sheeran
308,2019-06-26,Ed Sheeran
309,2019-06-26,Ed Sheeran
310,2019-06-26,Ed Sheeran
311,2019-06-26,Ed Sheeran
312,2019-06-26,Ed Sheeran
313,2019-06-27,Ed Sheeran
314,2019-06-27,Ed Sheeran
315,2019-06-27,Ed Sheeran
316,2019-06-27,Ed Sheeran
317,2019-06-29,Ed Sheeran
318,2019-06-29,Kygo
319,2019-06-29,Boyce Avenue
320,2019-06-29,Ed Sheeran
321,2019-06-29,Ed Sheeran
322,2019-06-29,Ed Sheeran
323,2019-06-29,Ed Sheeran
324,2019-06-29,Ed Sheeran
325,2019-06-30,Ed Sheeran
326,2019-06-30,Ed Sheeran
327,2019-06-30,Ed Sheeran
328,2019-07-01,Ed Sheeran
329,2019-07-01,Kygo
330,2019-07-01,Sam Smith
331,2019-07-01,Lil Nas X
332,2019-07-01,The Chainsmokers
333,2019-07-01,Shawn Mendes
334,2019-07-01,Lil Nas X
335,2019-07-01,The Chainsmokers
336,2019-07-01,Shawn Mendes
337,2019-07-01,Ed Sheeran
338,2019-07-01,Ashley O
339,2019-07-01,Taylor Swift
340,2019-07-01,Ed Sheeran
341,2019-07-01,Ed Sheeran
342,2019-07-01,Taylor Swift
343,2019-07-01,Jason Mraz
344,2019-07-01,James Arthur
345,2019-07-03,Lil Nas X
346,2019-07-03,Taylor Swift
347,2019-07-03,Lil Nas X
348,2019-07-03,Lil Nas X
349,2019-07-03,Ed Sheeran
350,2019-07-03,Ed Sheeran
351,2019-07-03,Billie Eilish
352,2019-07-03,A Boogie Wit da Hoodie
353,2019-07-03,Ariana Grande
354,2019-07-03,Ariana Grande
355,2019-07-03,benny blanco
356,2019-07-03,"Tyler, The Creator"
357,2019-07-03,Meek Mill
358,2019-07-03,Logic
359,2019-07-03,Hailee Steinfeld
360,2019-07-03,Logic
361,2019-07-03,Ed Sheeran
362,2019-07-03,Ed Sheeran
363,2019-07-03,Ed Sheeran
364,2019-07-04,Ed Sheeran
365,2019-07-05,Ed Sheeran
366,2019-07-05,Ed Sheeran
367,2019-07-05,Ed Sheeran
368,2019-07-05,Rudimental
369,2019-07-05,Lewis Capaldi
370,2019-07-05,Ed Sheeran
371,2019-07-05,Ed Sheeran
372,2019-07-05,Ed Sheeran
373,2019-07-05,Ed Sheeran
374,2019-07-05,Travis Scott
375,2019-07-05,Logic
376,2019-07-05,Drake
377,2019-07-05,Juice WRLD
378,2019-07-05,BlocBoy JB
379,2019-07-05,Drake
380,2019-07-05,Drake
381,2019-07-05,Rich Brian
382,2019-07-05,Rich Brian
383,2019-07-05,88rising
384,2019-07-05,Drake
385,2019-07-06,Ed Sheeran
386,2019-07-06,Ed Sheeran
387,2019-07-06,James TW
388,2019-07-06,Ed Sheeran
389,2019-07-06,Ed Sheeran
390,2019-07-06,Shawn Mendes
391,2019-07-06,Sam Smith
392,2019-07-06,Taylor Swift
393,2019-07-06,Halsey
394,2019-07-06,Donnie Trumpet & The Social Experiment
395,2019-07-06,Halsey
396,2019-07-06,Donnie Trumpet & The Social Experiment
397,2019-07-06,Marshmello
398,2019-07-06,XXXTENTACION
399,2019-07-06,Ed Sheeran
400,2019-07-06,Ed Sheeran
401,2019-07-06,Train
402,2019-07-06,Bazzi
403,2019-07-06,WALK THE MOON
404,2019-07-06,Lauv
405,2019-07-06,Ariana Grande
406,2019-07-06,Taylor Swift
407,2019-07-06,Ed Sheeran
408,2019-07-06,Phillip Phillips
409,2019-07-06,The Script
410,2019-07-06,Tori Kelly
411,2019-07-06,Ed Sheeran
412,2019-07-06,James Arthur
413,2019-07-06,Lauren Daigle
414,2019-07-06,Phillip Phillips
415,2019-07-06,Lauren Daigle
416,2019-07-06,Phillip Phillips
417,2019-07-06,Taylor Swift
418,2019-07-06,Ed Sheeran
419,2019-07-06,Jason Mraz
420,2019-07-06,Bazzi
421,2019-07-06,Ariana Grande
422,2019-07-06,Rudimental
423,2019-07-06,Zedd
424,2019-07-06,Ed Sheeran
425,2019-07-06,Backstreet Boys
426,2019-07-06,Bazzi
427,2019-07-06,Marc E. Bassy
428,2019-07-06,Ed Sheeran
429,2019-07-06,Tori Kelly
430,2019-07-06,Jason Mraz
431,2019-07-06,Ed Sheeran
432,2019-07-06,Passenger
433,2019-07-06,Ed Sheeran
434,2019-07-06,Bazzi
435,2019-07-06,Lauv
436,2019-07-07,Ed Sheeran
437,2019-07-07,Shawn Mendes
438,2019-07-07,Ed Sheeran
439,2019-07-07,Ed Sheeran
440,2019-07-07,Ed Sheeran
441,2019-07-07,Ed Sheeran
442,2019-07-07,Ed Sheeran
443,2019-07-07,Calum Scott
444,2019-07-07,Ed Sheeran
445,2019-07-07,Ed Sheeran
446,2019-07-07,Ed Sheeran
447,2019-07-07,Post Malone
448,2019-07-07,Shawn Mendes
449,2019-07-07,Ed Sheeran
450,2019-07-07,Ed Sheeran
451,2019-07-07,Post Malone
452,2019-07-07,Shawn Mendes
453,2019-07-07,Ed Sheeran
454,2019-07-07,Lil Nas X
455,2019-07-07,Ashley O
456,2019-07-07,Ed Sheeran
457,2019-07-07,Maroon 5
458,2019-07-07,Taylor Swift
459,2019-07-07,Taylor Swift
460,2019-07-07,Kygo
461,2019-07-07,Backstreet Boys
462,2019-07-07,Jason Mraz
463,2019-07-07,Ariana Grande
464,2019-07-07,Bruno Mars
465,2019-07-07,Kygo
466,2019-07-07,Bazzi
467,2019-07-07,Ed Sheeran
468,2019-07-07,Owl City
469,2019-07-07,Ed Sheeran
470,2019-07-07,Jason Mraz
471,2019-07-07,Ed Sheeran
472,2019-07-07,Drake
473,2019-07-07,Kendrick Lamar
474,2019-07-07,Jay Rock
475,2019-07-07,Logic
476,2019-07-07,Drake
477,2019-07-08,Marshmello
478,2019-07-08,J. Cole
479,2019-07-08,Drake
480,2019-07-08,Ed Sheeran
481,2019-07-08,Ed Sheeran
482,2019-07-08,Post Malone
483,2019-07-08,Ed Sheeran
484,2019-07-08,Post Malone
485,2019-07-08,Shawn Mendes
486,2019-07-08,Lil Nas X
487,2019-07-08,Ashley O
488,2019-07-08,Marshmello
489,2019-07-08,The Chainsmokers
490,2019-07-08,The Chainsmokers
491,2019-07-08,Machine Gun Kelly
492,2019-07-08,Ed Sheeran
493,2019-07-08,DaBaby
494,2019-07-08,Lil Nas X
495,2019-07-08,Ariana Grande
496,2019-07-08,Lady Gaga
497,2019-07-08,Machine Gun Kelly
498,2019-07-08,Meek Mill
499,2019-07-08,Ed Sheeran
500,2019-07-08,Ed Sheeran
501,2019-07-08,Billie Eilish
502,2019-07-08,Lil Nas X
503,2019-07-08,Marshmello
504,2019-07-08,Lil Tecca
505,2019-07-08,Lizzo
506,2019-07-08,Post Malone
507,2019-07-08,Shawn Mendes
508,2019-07-08,Taylor Swift
509,2019-07-08,Martin Garrix
510,2019-07-08,Chris Brown
511,2019-07-08,Kygo
512,2019-07-08,Ed Sheeran
513,2019-07-08,Cheat Codes
514,2019-07-08,Ed Sheeran
515,2019-07-08,James TW
516,2019-07-08,Post Malone
517,2019-07-08,Ed Sheeran
518,2019-07-08,The Chainsmokers
519,2019-07-08,Marshmello
520,2019-07-08,Machine Gun Kelly
521,2019-07-08,Ed Sheeran
522,2019-07-08,Phoria
523,2019-07-08,Alexandre Desplat
524,2019-07-08,Federico Albanese
525,2019-07-08,Rosie Carney
526,2019-07-08,Beta Radio
527,2019-07-08,Ariana Grande
528,2019-07-08,Katy Perry
529,2019-07-08,Katy Perry
530,2019-07-08,Sean Kingston
531,2019-07-09,Chris Brown
532,2019-07-09,Max Richter
533,2019-07-09,Kygo
534,2019-07-09,Ed Sheeran
535,2019-07-09,Ed Sheeran
536,2019-07-09,Travis Atreo
537,2019-07-09,Ed Sheeran
538,2019-07-09,Ed Sheeran
539,2019-07-09,Ed Sheeran
540,2019-07-09,Lauv
541,2019-07-09,Ed Sheeran
542,2019-07-09,Ed Sheeran
543,2019-07-09,Ed Sheeran
544,2019-07-09,Ed Sheeran
545,2019-07-09,Ed Sheeran
546,2019-07-09,Ed Sheeran
547,2019-07-09,Ed Sheeran
548,2019-07-09,Ed Sheeran
549,2019-07-09,Ed Sheeran
550,2019-07-09,Ed Sheeran
551,2019-07-09,Ed Sheeran
552,2019-07-09,The Chainsmokers
553,2019-07-09,Marshmello
554,2019-07-09,Machine Gun Kelly
555,2019-07-09,Post Malone
556,2019-07-09,Ed Sheeran
557,2019-07-09,Shawn Mendes
558,2019-07-09,Lil Nas X
559,2019-07-09,Ashley O
560,2019-07-09,The Chainsmokers
561,2019-07-09,Marshmello
562,2019-07-09,Machine Gun Kelly
563,2019-07-09,Marshmello
564,2019-07-09,Marshmello
565,2019-07-09,Marshmello
566,2019-07-09,Selena Gomez
567,2019-07-09,Marshmello
568,2019-07-09,Selena Gomez
569,2019-07-09,Marshmello
570,2019-07-09,Logic
571,2019-07-09,Marshmello
572,2019-07-09,Marshmello
573,2019-07-09,Marshmello
574,2019-07-09,Kygo
575,2019-07-09,Lauren Daigle
576,2019-07-10,Ed Sheeran
577,2019-07-10,Ed Sheeran
578,2019-07-10,Ed Sheeran
579,2019-07-10,Kygo
580,2019-07-10,Ed Sheeran
581,2019-07-10,Train
582,2019-07-10,Ed Sheeran
583,2019-07-10,Rudimental
584,2019-07-10,Maroon 5
585,2019-07-10,Maroon 5
586,2019-07-10,Ed Sheeran
587,2019-07-10,Ed Sheeran
588,2019-07-10,Anne-Marie
589,2019-07-10,Bazzi
590,2019-07-10,Ed Sheeran
591,2019-07-10,Bazzi
592,2019-07-10,Anne-Marie
593,2019-07-10,Bazzi
594,2019-07-10,Ed Sheeran
595,2019-07-10,Taylor Swift
596,2019-07-10,Taylor Swift
597,2019-07-10,Taylor Swift
598,2019-07-10,"Earth, Wind & Fire"
599,2019-07-10,WALK THE MOON
600,2019-07-10,Jason Mraz
601,2019-07-10,Michael Bublé
602,2019-07-10,Passenger
603,2019-07-10,Lauv
604,2019-07-10,Phillip Phillips
605,2019-07-10,Lauv
606,2019-07-10,Phillip Phillips
607,2019-07-10,Phillip Phillips
608,2019-07-10,Machine Gun Kelly
609,2019-07-10,Zedd
610,2019-07-10,Lukas Graham
611,2019-07-10,Niall Horan
612,2019-07-10,Rudimental
613,2019-07-10,XXXTENTACION
614,2019-07-10,Lil Dicky
615,2019-07-10,Drake
616,2019-07-10,XXXTENTACION
617,2019-07-10,Post Malone
618,2019-07-10,BlocBoy JB
619,2019-07-10,Drake
620,2019-07-10,Drake
621,2019-07-10,Drake
622,2019-07-10,Drake
623,2019-07-10,Drake
624,2019-07-10,Marshmello
625,2019-07-10,BlocBoy JB
626,2019-07-10,Travis Scott
627,2019-07-10,Juice WRLD
628,2019-07-10,Travis Scott
629,2019-07-10,DJ Khaled
630,2019-07-10,Drake
631,2019-07-10,benny blanco
632,2019-07-10,J. Cole
633,2019-07-10,Kevin Gates
634,2019-07-10,Drake
635,2019-07-10,Travis Scott
636,2019-07-10,Juice WRLD
637,2019-07-10,Drake
638,2019-07-10,XXXTENTACION
639,2019-07-10,XXXTENTACION
640,2019-07-10,Sheck Wes
641,2019-07-10,Kodak Black
642,2019-07-10,Jay Rock
643,2019-07-10,Meek Mill
644,2019-07-10,XXXTENTACION
645,2019-07-10,Rae Sremmurd
646,2019-07-10,Drake
647,2019-07-10,Drake
648,2019-07-10,Kendrick Lamar
649,2019-07-10,Travis Scott
650,2019-07-10,SZA
651,2019-07-10,Logic
652,2019-07-10,SZA
653,2019-07-10,Logic
654,2019-07-10,Marshmello
655,2019-07-10,XXXTENTACION
656,2019-07-10,Young Thug
657,2019-07-10,Kendrick Lamar
658,2019-07-10,Big Sean
659,2019-07-10,Kendrick Lamar
660,2019-07-10,Marshmello
661,2019-07-10,Marshmello
662,2019-07-10,Marshmello
663,2019-07-10,Selena Gomez
664,2019-07-10,Marshmello
665,2019-07-10,Cheat Codes
666,2019-07-10,Cheat Codes
667,2019-07-10,Sam Smith
668,2019-07-10,Robin Schulz
669,2019-07-11,Cheat Codes
670,2019-07-11,Ed Sheeran
671,2019-07-11,Post Malone
672,2019-07-11,Shawn Mendes
673,2019-07-11,Lil Nas X
674,2019-07-11,Drake
675,2019-07-11,Lizzo
676,2019-07-11,Billie Eilish
677,2019-07-11,Ed Sheeran
678,2019-07-11,Lil Nas X
679,2019-07-11,DaBaby
680,2019-07-11,Ed Sheeran
681,2019-07-11,Young Thug
682,2019-07-11,Lil Nas X
683,2019-07-11,Y2K
684,2019-07-11,Polo G
685,2019-07-11,Marshmello
686,2019-07-11,Ed Sheeran
687,2019-07-11,Logic
688,2019-07-11,Marshmello
689,2019-07-11,Post Malone
690,2019-07-11,Ed Sheeran
691,2019-07-11,The Chainsmokers
692,2019-07-11,Marshmello
693,2019-07-12,Khalid
694,2019-07-12,Ed Sheeran
695,2019-07-12,Julia Michaels
696,2019-07-12,Ed Sheeran
697,2019-07-12,Bazzi
698,2019-07-12,Bazzi
699,2019-07-12,Jason Mraz
700,2019-07-12,Ed Sheeran
701,2019-07-12,Ed Sheeran
702,2019-07-12,Jason Mraz
703,2019-07-12,Ed Sheeran
704,2019-07-12,Ed Sheeran
705,2019-07-12,Ed Sheeran
706,2019-07-12,Ed Sheeran
707,2019-07-12,Ed Sheeran
708,2019-07-12,Ed Sheeran
709,2019-07-12,Ed Sheeran
710,2019-07-12,Ed Sheeran
711,2019-07-12,Ed Sheeran
712,2019-07-12,Ed Sheeran
713,2019-07-12,Ed Sheeran
714,2019-07-12,Ed Sheeran
715,2019-07-12,Ed Sheeran
716,2019-07-12,Ed Sheeran
717,2019-07-12,Ed Sheeran
718,2019-07-12,Ed Sheeran
719,2019-07-12,Ed Sheeran
720,2019-07-12,Ed Sheeran
721,2019-07-12,Ella Mai
722,2019-07-12,Ella Mai
723,2019-07-12,Ed Sheeran
724,2019-07-12,Ed Sheeran
725,2019-07-12,Ed Sheeran
726,2019-07-12,Ed Sheeran
727,2019-07-12,Ed Sheeran
728,2019-07-12,Ed Sheeran
729,2019-07-12,Ed Sheeran
730,2019-07-12,Kygo
731,2019-07-12,Ed Sheeran
732,2019-07-12,Ed Sheeran
733,2019-07-12,Ed Sheeran
734,2019-07-12,Ed Sheeran
735,2019-07-12,Ed Sheeran
736,2019-07-12,Ed Sheeran
737,2019-07-12,Ed Sheeran
738,2019-07-12,Ed Sheeran
739,2019-07-12,Ed Sheeran
740,2019-07-12,Ed Sheeran
741,2019-07-12,Ed Sheeran
742,2019-07-12,Ed Sheeran
743,2019-07-12,Ed Sheeran
744,2019-07-12,Ed Sheeran
745,2019-07-12,Ed Sheeran
746,2019-07-12,Ed Sheeran
747,2019-07-12,Ed Sheeran
748,2019-07-12,Ed Sheeran
749,2019-07-12,Ed Sheeran
750,2019-07-12,Ed Sheeran
751,2019-07-12,Shawn Mendes
752,2019-07-12,Kygo
753,2019-07-12,Ed Sheeran
754,2019-07-12,Ed Sheeran
755,2019-07-12,James Arthur
756,2019-07-12,Maroon 5
757,2019-07-12,Maroon 5
758,2019-07-12,Maroon 5
759,2019-07-12,Train
760,2019-07-12,Christina Perri
761,2019-07-12,Ed Sheeran
762,2019-07-12,Ed Sheeran
763,2019-07-12,Taylor Swift
764,2019-07-12,Jason Mraz
765,2019-07-12,Ed Sheeran
766,2019-07-12,Lauv
767,2019-07-12,Lauv
768,2019-07-12,Ed Sheeran
769,2019-07-12,Ed Sheeran
770,2019-07-12,Ed Sheeran
771,2019-07-12,Zedd
772,2019-07-12,Rudimental
773,2019-07-12,Cheat Codes
774,2019-07-12,Travis Atreo
775,2019-07-12,Ed Sheeran
776,2019-07-12,Shawn Mendes
777,2019-07-12,Ed Sheeran
778,2019-07-12,PnB Rock
779,2019-07-12,PnB Rock
780,2019-07-12,PnB Rock
781,2019-07-12,Ed Sheeran
782,2019-07-12,Ed Sheeran
783,2019-07-12,Ed Sheeran
784,2019-07-12,Ed Sheeran
785,2019-07-12,Ed Sheeran
786,2019-07-12,Ed Sheeran
787,2019-07-13,Ed Sheeran
788,2019-07-13,Logic
789,2019-07-13,Logic
790,2019-07-13,Logic
791,2019-07-13,Ed Sheeran
792,2019-07-13,Migos
793,2019-07-13,Ed Sheeran
794,2019-07-13,Ed Sheeran
795,2019-07-13,Ed Sheeran
796,2019-07-13,Ed Sheeran
797,2019-07-13,Ed Sheeran
798,2019-07-13,The Vamps
799,2019-07-13,XXXTENTACION
800,2019-07-13,Sheck Wes
801,2019-07-13,Kodak Black
802,2019-07-13,Meek Mill
803,2019-07-13,XXXTENTACION
804,2019-07-13,Rae Sremmurd
805,2019-07-13,Logic
806,2019-07-13,Marshmello
807,2019-07-13,XXXTENTACION
808,2019-07-13,Kendrick Lamar
809,2019-07-13,Kendrick Lamar
810,2019-07-14,Kendrick Lamar
811,2019-07-14,Ed Sheeran
812,2019-07-14,Ed Sheeran
813,2019-07-14,Ed Sheeran
814,2019-07-14,Ed Sheeran
815,2019-07-14,Ed Sheeran
816,2019-07-14,Ed Sheeran
817,2019-07-14,Ed Sheeran
818,2019-07-14,Ed Sheeran
819,2019-07-14,Ed Sheeran
820,2019-07-14,Ed Sheeran
821,2019-07-14,Ed Sheeran
822,2019-07-14,Ed Sheeran
823,2019-07-14,Ed Sheeran
824,2019-07-14,Ed Sheeran
825,2019-07-14,Ed Sheeran
826,2019-07-14,Ed Sheeran
827,2019-07-14,Ed Sheeran
828,2019-07-14,Ed Sheeran
